Author	Compression	Decompression Throughput (GB/s)	Variable	Default/all timestep(s)	Config Short	Version of compression-recommendations	Configuration
@Lagnajee	34.16	0.3705	cdww	default	PwRatio (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'pw_ratio', 'eb_ratio': 1.019, 'eb_abs_marker': '$eb_abs', 'log_codec': {'id': 'fixedscaleoffset', 'scale': 18.41530001266561, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, 'sign_codec': {'id': 'zstd.rs', 'level': 19, '_version': '0.1.0'}}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	52.21	0.5072	chnk	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 1673.2812202020261, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	299.01	0.1554	ci	default	Recommended Safeguards + LZMA	0.1.0a1	"{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'qoi_eb_pw', 'qoi': 'x >= c[""minimum""]', 'type': 'abs', 'eb': 0, 'qoi_dtype': 'lossless', 'early_bound': {'minimum': 0.0}}, {'kind': 'qoi_eb_pw', 'qoi': 'x <= c[""maximum""]', 'type': 'abs', 'eb': 0, 'qoi_dtype': 'lossless', 'early_bound': {'maximum': 1.0}}]}]}, {'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 0.05, 'equal_nan': False}}]}, {'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'rel', 'eb': 0.01, 'equal_nan': False}}, {'kind': 'eb', 'type': 'rel', 'eb': 0.05, 'equal_nan': False}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}"
@Lagnajee	53.90	0.4215	cin	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 0.25002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	60.95	0.5083	cl	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 681.0788969860872, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	141.66	0.6809	cp	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 6250.62506250625, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	34.23	0.3648	crr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 654181.7118716921, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	541.84	0.2177	csf	default	Recommended Safeguards + LZMA	0.1.0a1	"{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'qoi_eb_pw', 'qoi': 'x >= c[""minimum""]', 'type': 'abs', 'eb': 0, 'qoi_dtype': 'lossless', 'early_bound': {'minimum': 0.0}}]}, {'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 1e-05, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}"
@Lagnajee	355.12	0.3324	csfr	default	PwRatio (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.stack', 'codecs': ({'id': 'pw_ratio', 'eb_ratio': 1.019, 'eb_abs_marker': '$eb_abs', 'log_codec': {'id': 'fixedscaleoffset', 'scale': 18.41530001266561, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, 'sign_codec': {'id': 'zstd.rs', 'level': 19, '_version': '0.1.0'}}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	95.23	0.5994	cvh	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 75.32548768393929, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	89.89	0.5911	cvl	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 41.01221071644067, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	38.98	0.4329	dctb	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.1646472333430289, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	21.15	0.3362	deg0l	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.25002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	8.10	0.1961	dl	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 3.571785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	51.42	0.5613	dndza	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 22.12453054735005, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	50.21	0.5242	dndzn	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 21.9320946306672, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	15.13	0.2732	dwi	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 2.5002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	43.69	0.5473	dwps	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	30.91	0.4537	dwww	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	23.31	0.4917	e	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 248805.80217051206, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	717.26	1.2677	es	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 975949.9568852868, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	112.81	0.8410	ewss	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 0.0025002500250025004, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	181.93	0.9477	fal	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 17.85892875001786, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	60.34	0.8314	fdir	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 3.4725694791701396e-05, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	50.48	0.5404	flsr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 4.1044767854067885, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	60.11	0.4893	fsr	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 61.670431009914154, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	230.40	0.3742	gwd	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 1000.0, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	31.75	0.4387	hcc	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 75.12890267239148, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	30.83	0.3835	hmax	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'mask.meta', 'mask': nan, 'codec': {'id': 'combinators.stack', 'codecs': ({'id': 'replace.filter', 'replacements': {'nan': 'finite_mean'}}, {'id': 'fixedscaleoffset', 'scale': 25.002500250025, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}, 'bitmap_codec': {'id': 'combinators.stack', 'codecs': ({'id': 'packbits'}, {'id': 'lzma', 'format': 1, 'check': -1, 'preset': 2147483657, 'filters': None})}}
@Lagnajee	11.45	0.3031	i10fg	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 35.71785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	23.61	0.4860	ie	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 886513.9677477969, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	21.00	0.4370	iews	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 251.69450042786795, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	27.07	0.4308	ilspf	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 69.36228516153045, 'offset': 0, 'dtype': '<f8', 'astype': '|i1'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 1}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	21.11	0.3486	inss	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 277.1045893713633, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	12.48	0.2577	ishf	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 3.571785750003572, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
@Lagnajee	57.75	0.1586	isor	default	Recommended Safeguards + LZMA	0.1.0a1	"{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'qoi_eb_pw', 'qoi': 'x >= c[""minimum""]', 'type': 'abs', 'eb': 0, 'qoi_dtype': 'lossless', 'early_bound': {'minimum': 0.0}}]}, {'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 0.05, 'equal_nan': False}}]}, {'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'rel', 'eb': 0.01, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}"
@Lagnajee	1807.21	0.1106	istl1	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 0.002, 'equal_nan': False}}]}, {'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'rel', 'eb': 0.01, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	2021.89	0.1500	istl2	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 0.002, 'equal_nan': False}}]}, {'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'rel', 'eb': 0.01, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	2909.25	0.1310	istl3	default	Recommended Safeguards + LZMA	0.1.0a1	{'id': 'safeguards', 'codec': {'id': 'zero'}, 'safeguards': [{'kind': 'any', 'safeguards': [{'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'abs', 'eb': 0.002, 'equal_nan': False}}]}, {'kind': 'all', 'safeguards': [{'kind': 'everywhere', 'safeguard': {'kind': 'eb', 'type': 'rel', 'eb': 0.01, 'equal_nan': False}}]}]}], 'fixed_constants': {}, 'lossless': {'for_codec': None, 'for_corrections': {'id': 'combinators.best', 'codecs': ({'id': 'combinators.stack', 'codecs': ({'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})}, {'id': 'combinators.stack', 'codecs': ({'id': 'delta.binary'}, {'id': 'tokenize'}, {'id': 'bitmap-index', 'max_bitmaps': 1, 'cost_factor': 1}, {'id': 'shuffle.typed-byte'}, {'id': 'combinators.framed', 'codecs': ({'id': 'zstd', 'level': 3, 'checksum': False},)})})}}, 'compute': {'unstable_iterative': False, 'unstable_lossless_corrections': False}, '_version': '1.0.0'}
@Lagnajee	484.68	0.5334	istl4	default	FixedScaleOffset grid (mean-bound tuned) + LZMA	0.1.0a1	{'id': 'combinators.framed', 'codecs': ({'id': 'fixedscaleoffset', 'scale': 15.626562656265627, 'offset': 0, 'dtype': '<f8', 'astype': '<i2'}, {'id': 'lzma', 'format': 3, 'check': -1, 'preset': None, 'filters': [{'id': 3, 'dist': 2}, {'id': 33, 'preset': 2147483657, 'lc': 1, 'lp': 1, 'pb': 1}]})}
